par,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
"y_rep[48,2,1]",10347.226105237409,6.129449868384354,859.6467984285987,8760.106425205677,9747.263447843707,10315.663049121507,10906.145514923493,12124.608850887085,19669.671431896117,1.0000421179211463
"y_rep[49,1,1]",6317.2312331453395,3.7258669320800966,529.4903919880755,5339.6990586769325,5952.901986795871,6295.117341803842,6657.060525278996,7420.907223764288,20195.81982207188,1.0000130736179986
"y_rep[49,2,1]",10473.217008272739,6.257858616402799,871.0466575616834,8884.301650444042,9864.966254972498,10433.248603718906,11036.54266680645,12262.190992663687,19374.537469315965,0.9998716803275353
"y_rep[50,1,1]",6412.54290927552,3.76638178498054,534.7334268867287,5424.747953397958,6043.490146029713,6384.862046384524,6756.485284875572,7524.128347843577,20157.00413380066,1.0000478488059934
"y_rep[50,2,1]",10586.240543250675,6.4543942197956605,881.5775029645245,8964.905381720548,9975.59423308232,10547.128891318302,11154.759194523622,12417.004831973522,18655.63441498921,1.0000233126409732
"y_rep[51,1,1]",6514.947780396657,3.8789729494867156,544.3334276637111,5522.742682193118,6134.025322305292,6489.451099533508,6872.210131984949,7637.236133104294,19692.302956035594,1.000103321677418
"y_rep[51,2,1]",10720.10797521216,6.37941819085663,898.719686600526,9058.961659808296,10103.666166940699,10686.904212260859,11300.882276386621,12585.1766318244,19846.611356979218,1.000012026456093
"y_rep[52,1,1]",6601.98053943042,3.880450985910718,544.3607566860697,5612.567058743119,6223.253064058914,6579.17137323942,6953.635766953215,7744.12178847037,19679.28039712801,0.9999652960347103
"y_rep[52,2,1]",10832.9594987345,6.449334755841786,900.1715258592865,9172.365644974441,10203.314511364151,10796.14651699721,11416.494863819855,12701.705260763603,19481.424195740416,1.0000324846662725
"y_rep[53,1,1]",6700.1221190719825,3.942908062776517,555.7962766469643,5674.489996867325,6313.054132643574,6678.285972075359,7061.068131606562,7852.73035473014,19870.004465523205,1.0000370836064263
"y_rep[53,2,1]",10959.548491545234,6.45357742858858,913.7923674232266,9248.216891787619,10330.61895102218,10927.66617563335,11546.79098680985,12844.68592305154,20049.059396998033,1.0000217419122288
"y_rep[54,1,1]",6802.208173613764,3.9580150172754767,563.8850537370737,5752.566449472815,6407.853739866155,6785.083466497932,7169.565140065494,7963.462151729459,20296.74014066135,0.9999236773069745
"y_rep[54,2,1]",11068.201752195024,6.512723799770414,909.9983167390425,9383.471604902588,10444.192693862753,11030.597000615866,11651.476347965327,12970.653806958298,19523.418198594543,1.0003420445997728
"y_rep[55,1,1]",6896.211841995605,3.9708520906958538,567.7399721785365,5852.7394090694515,6501.725004400027,6875.678576990922,7263.1912792188905,8084.667402940872,20442.38312387608,0.9999977680405293
"y_rep[55,2,1]",11174.564046622254,6.685376423696543,938.8089249968515,9445.297737227926,10520.79871203611,11140.443307578045,11777.523974187,13129.935322467909,19719.80828281797,0.9999289482000703
"y_rep[56,1,1]",6996.15521122792,4.108499020510272,582.3157797972651,5913.897824396868,6594.030629033713,6974.489983545314,7370.87837959681,8214.831157937691,20088.649542277595,0.9999477999224613
"y_rep[56,2,1]",11306.427645173191,6.736143191531134,943.2233506312851,9580.56491298166,10656.65935634222,11264.116727626762,11912.816553802284,13273.915999139086,19606.78860683352,1.0000997541298355
"y_rep[57,1,1]",7096.090457680239,4.177168167819596,586.9345715879841,6024.018537848778,6682.986788757755,7068.035563347507,7475.424551254202,8319.443093809494,19743.105331031544,1.0000127014290212
"y_rep[57,2,1]",11408.08786763938,6.753156997696909,949.0607393292237,9680.518731848442,10747.071885022624,11368.447479211864,12019.714611173671,13354.564841366582,19750.328484632086,1.0001818947161425
"y_rep[58,1,1]",7177.114852567951,4.20388788221834,591.9716279356385,6101.501297003344,6766.472063593055,7145.355843303371,7560.445419163556,8407.976742793684,19828.94165536452,1.0001827678388981
"y_rep[58,2,1]",11525.946300342881,6.828475567778565,963.9853847165044,9750.447041686724,10862.564903346898,11483.377193162949,12147.651649079407,13510.4684308319,19929.36124008808,0.9999203669309991
"y_rep[59,1,1]",7276.696215454459,4.24210847777096,608.1095984251428,6164.285699752779,6859.332056866262,7250.032911846808,7668.1596313087975,8544.66630605419,20549.44878215015,0.9999794135866125
"y_rep[59,2,1]",11638.00315763954,6.739839513509869,956.5281344624506,9879.96914843261,10970.453694898399,11596.961533394155,12255.614094762572,13646.403988361515,20141.71220208413,0.9999750690010393
"y_rep[60,1,1]",7369.582488616667,4.404356201223598,614.4262654935067,6230.571232558154,6950.371240328506,7341.9121988184015,7760.127956364974,8653.660008120838,19461.426703488683,1.000069327867431
"y_rep[60,2,1]",11730.459100731354,6.826155360076142,974.1021648330668,9952.190728228838,11052.549343227249,11686.031803560167,12361.919832114909,13753.339864496906,20363.699526694738,1.0002112438117445
"y_rep[61,1,1]",7464.825349562762,4.305079224424264,619.2212748125763,6332.090930103013,7036.847874106775,7434.708531822067,7867.676930424435,8756.681978453256,20688.520894422312,0.999939462561945
"y_rep[61,2,1]",11824.322451029238,6.781253797812814,973.0843494307309,10032.388647547295,11151.035683325788,11783.38951720502,12454.645142750685,13821.03002839895,20591.167802931413,0.9999394319959075
"y_rep[62,1,1]",7555.48547378217,4.39763989576626,626.7180803078651,6394.120494586331,7126.427148246283,7531.343788825677,7961.022341926555,8858.808083610218,20309.775366816026,0.9999516239329291
"y_rep[62,2,1]",11943.868970488098,7.154854388609414,992.210849097169,10109.890804164463,11252.907021633637,11913.362386723686,12589.871122483382,13983.22459956981,19231.198185467667,1.0000017559641465
"y_rep[63,1,1]",7648.6533786662885,4.5557214445642,636.1937366037979,6464.7786611833135,7209.176336435157,7619.694067356046,8059.377499469791,8970.668092958365,19501.34003197997,0.999992632602443
"y_rep[63,2,1]",12023.985147542995,7.082182708596237,993.8030570763561,10171.309352999042,11339.560780050679,11983.103357633261,12667.88307700255,14050.44988165862,19690.937940816257,1.000021050462795
"y_rep[64,1,1]",7737.533595289212,4.664025901230979,645.2149297047739,6555.044961234107,7289.367141075444,7706.812955419149,8154.7279735111115,9092.851303700305,19137.575141032026,0.9998418542163839
"y_rep[64,2,1]",12140.379463442914,7.212303430553748,1004.8161249178635,10309.062056894465,11433.553178719058,12104.573919804156,12796.481635321692,14223.946961422871,19409.985556047453,0.9999489366403908
"y_rep[65,1,1]",7824.843884726884,4.580135575100927,647.6223706873188,6632.204245824209,7377.364132108985,7798.80081738976,8244.908034673063,9166.691705429663,19993.416671321425,1.0000210489536843
"y_rep[65,2,1]",12216.615679491473,7.232883795279767,1016.9716150558007,10324.80806983772,11510.725045176223,12176.573335438912,12880.842204227883,14302.421042243255,19769.454564351767,0.9999308766316818
"y_rep[66,1,1]",7919.717683384143,4.6498613305028,657.2407720669435,6694.221355156801,7472.818972962158,7895.920009308687,8342.738069525294,9287.008445654745,19978.781234601745,0.9999275025459089
"y_rep[66,2,1]",12307.375734634135,7.386645671591661,1015.9816866023581,10411.315416206908,11605.245975728649,12268.714215621148,12969.19981554464,14405.359355490908,18918.087313519605,0.9998532494326701
"y_rep[67,1,1]",8012.286607901602,4.655893224509317,663.402006021962,6785.710535290029,7557.170632285636,7986.469359686702,8437.178224185527,9409.879768875253,20302.407339359106,1.0000147933883714
"y_rep[67,2,1]",12405.876068846206,7.327192863992961,1017.8511266716769,10516.602102633193,11708.147334437472,12374.211828214713,13062.639524016215,14506.5154120016,19297.154647849893,1.0000852257976605
"y_rep[68,1,1]",8095.802471458594,4.716020057413542,672.4871013233359,6859.566165448174,7633.054567017784,8068.34673072184,8525.191604229583,9497.347487413172,20333.7102410909,0.9999336247804377
"y_rep[68,2,1]",12493.656885352162,7.310419275715109,1033.65211963686,10570.601610154252,11780.233832598271,12462.886885929103,13157.607625028053,14661.628819503641,19992.36754706404,0.9999523003330775
"y_rep[69,1,1]",8188.017697267902,4.768801442488985,676.3668805369309,6951.578194842452,7719.597191738869,8156.5955329344415,8627.81951303549,9586.873191246254,20116.211197217934,0.9999050097877875
"y_rep[69,2,1]",12589.128853628423,7.329338890566925,1041.2961161973299,10669.043571332402,11867.985048250704,12545.476910725782,13261.642021261468,14728.565120820762,20184.541627017396,0.999949634449563
"y_rep[70,1,1]",8280.679055961964,4.8435638983743345,687.3974321774607,7025.550978715442,7804.38520584402,8248.410069258589,8726.41988810262,9713.490722071077,20141.21864035104,0.9998697307212879
"y_rep[70,2,1]",12654.46088480532,7.411938386809858,1042.4351772633433,10743.47198199948,11937.08325885456,12607.054569767819,13316.049089568927,14837.652036952513,19780.37476755529,1.0000031171863049
